iter	RMSE
227	59.12762867
228	59.09688223
229	59.05597049
230	58.99999378
231	58.82023368
232	58.79403678
233	58.7678345
234	58.72069953
235	58.68948348
236	58.49822989
237	58.39646799
238	58.36869481
239	58.31230856
240	58.16921987
241	58.03512986
242	57.99082779
243	57.95863824
244	57.9028134
245	57.88048305
246	57.76416335
247	57.72366556
248	57.69948771
249	57.67037287
250	57.61186645
251	57.58115021
252	57.43668278
253	57.41523637
254	57.38811694
255	57.36330837
256	57.19332754
257	57.03270315
258	56.92357922
259	56.88223254
260	56.86070853
261	56.82395811
262	56.7969964
263	56.75371826
264	56.68390259
265	56.65956995
266	56.63259435
267	56.59416935
268	56.56751316
269	56.54020857
270	56.50345962
271	56.47660407
272	56.39791377
273	56.36609615
274	56.25138284
275	56.12565369
276	56.08790528
277	56.04741634
278	56.01519471
279	55.99878955
280	55.9349286
281	55.83704771
282	55.79887888
283	55.67581578
284	55.65987123
285	55.63117052
286	55.6041314
287	55.58314986
288	55.46730789
289	55.40977593
290	55.38674392
291	55.36782389
292	55.32082977
293	55.23727874
294	55.20048473
295	55.12954028
296	55.0874495
297	55.04741583
298	54.93078573
299	54.89648297
300	54.84241537
301	54.75541345
302	54.72127894
303	54.66561486
304	54.61820837
305	54.55800481
306	54.52990475
307	54.50294346
308	54.47846562
309	54.36092418
310	54.3265869
311	54.29225829
312	54.16710292
313	54.13265638
314	54.04869292
315	54.01749964
316	53.95024624
317	53.93153363
318	53.87733538
319	53.86742904
320	53.83455361
321	53.79475968
322	53.689863
323	53.61132332
324	53.50807359
325	53.37119552
326	53.34440932
327	53.30170753
328	53.26719827
329	53.2304231
330	53.2122811
331	53.19576111
332	53.17711495
333	53.06045865
334	53.04491288
335	52.99113636
336	52.90720371
337	52.88811003
338	52.80778788
339	52.7723156
340	52.74834504
341	52.72491566
342	52.66097803
343	52.58920316
344	52.52105401
345	52.48880583
346	52.47698541
347	52.46077884
348	52.44283171
349	52.36867645
350	52.3411868
351	52.27719841
352	52.21861991
353	52.18924953
354	52.15227847
355	52.11160671
356	52.09867958
357	52.0615779
358	52.03593539
359	52.00900873
360	51.98331372
361	51.94846918
362	51.90381002
363	51.87565848
364	51.84546648
365	51.8126097
366	51.78339708
367	51.77255226
368	51.74822507
369	51.73079917
370	51.7135545
371	51.68720725
372	51.67143007
373	51.60625999
374	51.59058201
375	51.58117328
376	51.55596587
377	51.43775562
378	51.32269837
379	51.29902313
380	51.25441363
381	51.221038
382	51.16943153
383	51.10097565
384	51.08675147
385	51.01420528
386	50.99181287
387	50.95578914
388	50.93650437
389	50.85501034
390	50.83503243
391	50.81309996
392	50.79938168
393	50.73758161
394	50.70068055
395	50.63959252
396	50.56898533
397	50.51266874
398	50.47794889
399	50.44175763
400	50.37480462
401	50.36023253
402	50.32799971
403	50.25943046
404	50.1864831
405	50.16733315
406	50.10878518
407	50.10278133
408	50.07059371
409	50.0391419
410	50.0201683
411	50.00435929
412	49.9673183
413	49.93932259
414	49.91065441
415	49.88650712
416	49.85813689
417	49.80642179
418	49.77238116
419	49.74689037
420	49.71830942
421	49.69215696
422	49.67651781
423	49.66767573
424	49.6365179
425	49.62566839
426	49.59948592
427	49.59006619
428	49.49714415
429	49.48534676
430	49.46935178
431	49.45940312
432	49.44242328
433	49.42339682
434	49.3667876
435	49.32941348
436	49.28175244
437	49.27147814
438	49.26103443
439	49.23530576
440	49.18086206
441	49.1448317
442	49.11736061
443	49.10234732
444	49.09376823
445	49.06102239
446	49.00601627
447	48.99086748
448	48.97285072
449	48.95291226
450	48.94312227
451	48.92999856
452	48.91539433
453	48.90268541
454	48.82357129
455	48.79426052
456	48.76688298
457	48.731413
458	48.6823206
459	48.66767051
460	48.65278199
461	48.60206339
462	48.57867779
463	48.56106436
464	48.53470218
465	48.52407389
466	48.52016615
467	48.50152829
468	48.43350749
469	48.42128411
470	48.40695711
471	48.39943373
472	48.37692869
473	48.3637727
474	48.35467906
475	48.3435947
476	48.33142139
477	48.30616375
478	48.28995562
479	48.24891151
480	48.23929648
481	48.20354092
482	48.17700426
483	48.15517278
484	48.14674807
485	48.128053
486	48.11758393
487	48.08992775
488	48.06376248
489	47.9951329
490	47.96562092
491	47.94291486
492	47.88858447
493	47.83296113
494	47.82539431
495	47.81464676
496	47.78937898
497	47.76494652
498	47.75378623
499	47.73800736
500	47.71704676
501	47.69201984
502	47.68624739
503	47.63755342
504	47.62749554
505	47.60854582
506	47.60182411
507	47.5907771
508	47.54864741
509	47.54129078
510	47.53365964
511	47.50118985
512	47.46527041
513	47.45212609
514	47.4135694
515	47.38973889
516	47.36395011
517	47.3438666
518	47.29875655
519	47.26747779
520	47.25029494
521	47.23608588
522	47.2297089
523	47.21586104
524	47.1890771
525	47.17955131
526	47.14899514
527	47.14270428
528	47.13300362
529	47.12497043
530	47.09886741
531	47.08070833
532	47.06397743
533	47.04167132
534	47.00150628
535	46.97290769
536	46.93833987
537	46.92605643
538	46.91957854
539	46.89495787
540	46.86980484
541	46.85652547
542	46.84085057
543	46.83125403
544	46.82198147
545	46.77634527
546	46.73525228
547	46.71806
548	46.70728443
549	46.68809239
550	46.66840666
551	46.63997129
552	46.63390565
553	46.61336552
554	46.59300335
555	46.57433272
556	46.5394249
557	46.51860563
558	46.51393312
559	46.49423999
560	46.47746251
561	46.45833221
562	46.44877894
563	46.4385696
564	46.41487901
565	46.39687476
566	46.38731299
567	46.38084548
568	46.37068594
569	46.3379366
570	46.3238733
571	46.30255295
572	46.27654328
573	46.26532819
574	46.25745515
575	46.24812715
576	46.23265103
577	46.20755326
578	46.20057446
579	46.18207887
580	46.17514477
581	46.16802145
582	46.13181478
583	46.11627278
584	46.09130624
585	46.08684492
586	46.07655809
587	46.06689641
588	46.05001181
589	46.04432255
590	46.03632775
591	46.01912916
592	46.01248912
593	46.00163626
594	45.97067904
595	45.95279683
596	45.94699799
597	45.93898048
598	45.92379411
599	45.91611504
600	45.90993926
601	45.88679667
602	45.87238038
603	45.85224284
604	45.831517
605	45.8192582
606	45.80883483
607	45.80703679
608	45.78106662
609	45.77322831
610	45.76534724
611	45.74656771
612	45.73258638
613	45.72378174
614	45.68307118
615	45.66417029
616	45.64181196
617	45.63500737
618	45.62982001
619	45.62481125
620	45.61830391
621	45.60928797
622	45.57680304
623	45.57018219
624	45.53335269
625	45.52103622
626	45.51274558
627	45.49968648
628	45.49395594
629	45.48769766
630	45.46467172
631	45.44440444
632	45.43786633
633	45.41969359
634	45.40109055
635	45.38372634
636	45.37621644
637	45.36398873
638	45.35895295
639	45.3415497
640	45.33261857
641	45.30819297
642	45.28515216
643	45.27308646
644	45.26809476
645	45.24970347
646	45.24350147
647	45.23273786
648	45.22080871
649	45.20415419
650	45.19069897
651	45.17514054
652	45.16568675
653	45.15632081
654	45.14194525
655	45.130786
656	45.1159455
657	45.08603517
658	45.06441273
659	45.05340515
660	45.04423968
661	45.033522
662	45.02242624
663	45.00402907
664	44.99513046
665	44.96300724
666	44.93567604
667	44.91909561
668	44.89781564
669	44.8879356
670	44.88196443
671	44.87872737
672	44.86392906
673	44.85453209
674	44.84458898
675	44.82726249
676	44.81567142
677	44.80402968
678	44.7942735
679	44.78013977
680	44.74854097
681	44.73769622
682	44.7222963
683	44.71236095
684	44.68448722
685	44.6533699
686	44.64781581
687	44.6363858
688	44.62214691
689	44.61452431
690	44.59616126
691	44.5809977
692	44.57767071
693	44.56639426
694	44.55123754
695	44.52965173
696	44.52804249
697	44.51594528
698	44.49417703
699	44.45242757
700	44.43753814
701	44.42974361
702	44.42031538
703	44.41117615
704	44.40335948
705	44.39639195
706	44.38723815
707	44.374947
708	44.37056005
709	44.34272826
710	44.33338182
711	44.32615843
712	44.30829695
713	44.2980262
714	44.27763521
715	44.26255744
716	44.25949917
717	44.24109533
718	44.23162578
719	44.22771829
720	44.22099759
721	44.20768607
722	44.19205943
723	44.16927166
724	44.15664436
725	44.13346005
726	44.12997756
727	44.11035753
728	44.1059283
729	44.09312772
730	44.057288
731	44.04950552
732	44.0414578
733	44.01012955
734	44.00047358
735	43.98666394
736	43.97787327
737	43.96283943
738	43.94848827
739	43.94462203
740	43.93456668
741	43.92223088
742	43.91243135
743	43.90234917
744	43.89100679
745	43.87823015
746	43.87031522
747	43.85724987
748	43.84316126
749	43.83403172
750	43.83221377
751	43.81973154
752	43.79977364
753	43.78950462
754	43.77126485
755	43.7632406
756	43.75690606
757	43.72588548
758	43.7195592
759	43.71014318
760	43.7016337
761	43.69824928
762	43.69239656
763	43.68548277
764	43.67841922
765	43.67623346
766	43.66364061
767	43.65424749
768	43.63915382
769	43.62925155
770	43.61535817
771	43.60969062
772	43.60516361
773	43.59429625
774	43.57189248
775	43.55963296
776	43.5533147
777	43.5415865
778	43.52294997
779	43.51794814
780	43.51095987
781	43.49717219
782	43.4866847
783	43.4574571
784	43.44736893
785	43.43903361
786	43.42866747
787	43.40276335
788	43.38700202
789	43.38191012
790	43.36754736
791	43.34529481
792	43.33511007
793	43.32386511
794	43.3190647
795	43.30244933
796	43.28978289
797	43.28199887
798	43.2758573
799	43.25232962
800	43.23812101
801	43.22794508
802	43.22311879
803	43.21119726
804	43.18920144
805	43.18206301
806	43.17607869
807	43.15862913
808	43.14593068
809	43.14086125
810	43.12764335
811	43.11564065
812	43.10547103
813	43.09812422
814	43.08774424
815	43.07183132
816	43.06674671
817	43.05510116
818	43.04412681
819	43.04068957
820	43.02847538
821	43.01380209
822	43.00607563
823	42.99217323
824	42.98717222
825	42.98192316
826	42.97081421
827	42.96282613
828	42.95996161
829	42.95437193
830	42.95136755
831	42.93328653
832	42.92283764
833	42.91773341
834	42.89977969
835	42.89361066
836	42.88937369
837	42.87300045
838	42.86255576
839	42.84920868
840	42.84529595
841	42.84189004
842	42.83386965
843	42.82718132
844	42.82013088
845	42.81222848
846	42.80795476
847	42.80455169
848	42.79700725
849	42.79321221
850	42.78716364
851	42.76733512
852	42.75896536
853	42.75410388
854	42.7467551
855	42.73910587
856	42.73327509
857	42.72745332
858	42.71720762
859	42.70490498
860	42.69062133
861	42.68151592
862	42.66632981
863	42.66086581
864	42.65642161
865	42.64296807
866	42.63364848
867	42.62045535
868	42.61149513
869	42.60605753
870	42.5971063
871	42.58940872
872	42.5788465
873	42.57157477
874	42.56236443
875	42.5525295
876	42.54249702
877	42.53526321
878	42.51425096
879	42.49831456
880	42.48159899
881	42.47703308
882	42.47184145
883	42.46511539
884	42.45451219
885	42.43604968
886	42.4296179
887	42.42779511
888	42.41605077
889	42.41193904
890	42.38842307
891	42.36538942
892	42.35851028
893	42.3454627
894	42.33569081
895	42.32762539
896	42.32469643
897	42.32045289
898	42.31207802
899	42.30657029
900	42.30201737
901	42.29568866
902	42.29128977
903	42.28167394
904	42.2776238
905	42.27051782
906	42.26530306
907	42.26072188
908	42.2557364
909	42.24906017
910	42.23362351
911	42.22967955
912	42.22190122
913	42.21798167
914	42.20770182
915	42.201371
916	42.19247021
917	42.18468563
918	42.17702521
919	42.17374944
920	42.1667627
921	42.16450374
922	42.16097746
923	42.15100134
924	42.13828238
925	42.13530934
926	42.13139717
927	42.12653481
928	42.11594613
929	42.10873663
930	42.10254143
931	42.09748578
932	42.09134372
933	42.08996422
934	42.08733438
935	42.08582991
936	42.07911792
937	42.07516275
938	42.07251369
939	42.06831899
940	42.06084152
941	42.05001913
942	42.04542924
943	42.03963439
944	42.03227787
945	42.0229836
946	42.01941965
947	42.01157429
948	42.00590381
949	42.00249747
950	41.9928239
951	41.98893028
952	41.98369434
953	41.9809413
954	41.96550973
955	41.95671577
956	41.94538276
957	41.94162943
958	41.93175289
959	41.9274215
960	41.91741969
961	41.90830526
962	41.90164934
963	41.89439791
964	41.89132681
965	41.87477199
966	41.86505156
967	41.85171712
968	41.84918044
969	41.83132306
970	41.81635654
971	41.81205318
972	41.80998082
973	41.79589017
974	41.77544693
975	41.76199161
976	41.75333799
977	41.7503817
978	41.74442198
979	41.73372846
980	41.72523551
981	41.71852821
982	41.71315635
983	41.70350173
984	41.69692977
985	41.69276667
986	41.69153816
987	41.68485538
988	41.67248919
989	41.66896671
990	41.66712717
991	41.64209511
992	41.636769
993	41.63334844
994	41.63047929
995	41.62100014
996	41.61730993
997	41.6091496
998	41.60422239
999	41.59717785
